#     0                    1                    2         3         4         5          6          7          8            9         10         11         12         13         14           15         16         17         18         19         20           21         22         23         24         25         26           27         28         29         30         31         32            33          34          35          36            37          38          39          40            41          42          43          44            45          46          47          48
#   NUM         GLITCH-START           GLITCH-END  U-GLITCH  V-GLITCH  W-GLITCH      U-RAW      V-RAW      W-RAW        U-GAI      V-GAI      W-GAI      Z-GAI      N-GAI      E-GAI        U-DIS      V-DIS      W-DIS      Z-DIS      N-DIS      E-DIS        U-VEL      V-VEL      W-VEL      Z-VEL      N-VEL      E-VEL        U-ACC      V-ACC      W-ACC      Z-ACC      N-ACC      E-ACC    PHI_3D_GAI  INC_3D_GAI  SNR_3D_GAI  POL_3D_GAI    PHI_3D_DIS  INC_3D_DIS  SNR_3D_DIS  POL_3D_DIS    PHI_3D_VEL  INC_3D_VEL  SNR_3D_VEL  POL_3D_VEL    PHI_3D_ACC  INC_3D_ACC  SNR_3D_ACC  POL_3D_ACC
# ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
000133:  2019-06-02T09:01:25  2019-06-02T09:01:50         0         1         1        239       -263        333     2.77e-09  -2.91e-09   3.85e-09   2.53e-09  -3.11e-09  -3.44e-09     9.92e-09  -2.07e-08  -2.06e-08  -1.24e-08  -1.87e-08   1.89e-08     -1.6e-07   2.43e-07  -1.33e-07  -3.41e-07   1.25e-07   7.32e-08     9.16e-08   1.27e-07   1.15e-07   1.61e-07   6.97e-08   8.96e-08         211.5        73.1       0.358       0.632          54.0        92.4       3.342       0.885          31.2       161.2       1e+03       1.000         133.2        19.0           3       0.865
000134:  2019-06-02T09:01:35  2019-06-02T09:02:00         0         1         1       -215       -268        296     -2.5e-09  -2.97e-09   3.42e-09   -2.5e-09  -2.87e-09  -3.34e-09     1.09e-08   -2.1e-08  -2.36e-08  -1.45e-08  -1.88e-08   2.15e-08    -1.72e-07   2.41e-07  -1.55e-07  -3.52e-07   1.23e-07   7.23e-08     1.12e-07   1.23e-07   1.57e-07   1.86e-07   8.87e-08   9.92e-08         250.3       114.2       0.612       0.690         173.4       124.4       2.339       0.850          31.9       164.5       3e+03       1.000         132.6        19.9           2       0.852
000135:  2019-06-02T09:01:46  2019-06-02T09:02:11         0         1         1        216       -214       -365     2.51e-09  -2.37e-09  -4.22e-09  -3.28e-09  -2.29e-09   3.63e-09    -1.02e-08   7.23e-09   3.96e-08   2.33e-08   6.86e-09  -3.37e-08     -1.9e-07   2.32e-07  -1.69e-07  -3.66e-07   1.13e-07   8.99e-08     1.01e-07   1.28e-07   1.52e-07   1.68e-07  -8.86e-08  -1.11e-07          62.7       123.9       0.573       0.682         274.9        63.8      35.423       0.986          42.4       165.9       3e+03       1.000         310.6        21.4           2       0.851
000136:  2019-06-02T09:01:57  2019-06-02T09:02:22         0         1         1        235       -216        483     2.73e-09  -2.39e-09   5.59e-09   4.26e-09  -2.07e-09   4.38e-09    -9.51e-09   4.74e-09   4.96e-08   2.78e-08   -5.5e-09  -4.14e-08    -2.04e-07   2.29e-07  -2.05e-07     -4e-07   1.11e-07   1.23e-07     1.26e-07   1.18e-07  -2.79e-07  -2.21e-07  -9.14e-08   2.08e-07          83.3        62.5       0.898       0.737         261.6        59.5      77.634       0.994          52.5       166.1       6e+03       1.000         126.3       157.9           2       0.824
000137:  2019-06-02T09:02:28  2019-06-02T09:02:53         0         0         1       -224        200       1482     -2.6e-09   2.22e-09   1.71e-08   1.13e-08   3.33e-09   -1.3e-08     8.62e-09    9.6e-09   7.65e-08   5.58e-08  -1.83e-08   -5.7e-08    -2.12e-07   2.23e-07  -3.91e-07  -5.36e-07   1.07e-07   1.71e-07      1.1e-07   1.34e-07   5.47e-07   4.61e-07   1.05e-07  -3.57e-07         254.1        47.8      23.237       0.979         257.8        43.3      88.800       0.994          32.2       174.3       4e+03       1.000         293.0        21.8           2       0.847
000138:  2019-06-02T09:02:50  2019-06-02T09:03:15         0         0         1       -199       -188       1170    -2.31e-09  -2.08e-09   1.35e-08   9.42e-09  -2.93e-09     -1e-08    -7.06e-09    5.5e-09   7.83e-08   5.38e-08  -1.42e-08  -5.87e-08    -2.32e-07   2.13e-07   -5.5e-07  -6.56e-07   1.02e-07    2.5e-07     1.28e-07   1.37e-07   3.77e-07   2.99e-07   1.04e-07  -2.64e-07         262.2        48.3      21.286       0.978         258.2        46.9     350.384       0.999          78.6       171.2       4e+02       0.999         302.1        17.9           2       0.854
000139:  2019-06-02T09:04:39  2019-06-02T09:05:04         0         1         1       -240       -231       -293    -2.79e-09  -2.56e-09   -3.4e-09  -1.66e-09    2.6e-09   3.27e-09     1.31e-08   1.76e-08  -9.85e-09   5.21e-09   2.15e-08   7.62e-09     2.52e-07  -2.88e-07   4.49e-07   5.87e-07  -1.01e-07  -1.62e-07      1.8e-07   1.94e-07   2.41e-07   2.33e-07   1.25e-07  -1.71e-07          64.3        94.4       0.251       0.600         351.5        80.8      14.530       0.968         250.6        11.0       7e+03       1.000         310.3        14.1           5       0.915
000140:  2019-06-02T09:05:08  2019-06-02T09:05:33         1         0         0        224        316       -284      2.6e-09    3.5e-09  -3.28e-09    2.2e-09   3.42e-09   4.22e-09    -9.76e-09   2.07e-08   1.69e-08   5.72e-09   2.07e-08   -1.7e-08     2.61e-07  -3.44e-07   4.17e-07   5.84e-07  -9.97e-08   -1.3e-07    -1.34e-07  -1.51e-07  -1.76e-07   2.37e-07  -8.37e-08    1.1e-07          40.1        68.1       0.682       0.703          60.1        86.9       3.618       0.892         264.8         7.5       3e+03       1.000         129.1        12.8       1e+01       0.963
000141:  2019-06-02T09:08:23  2019-06-02T09:08:48         0         0         1        189       -165        176     2.19e-09  -1.83e-09   2.04e-09  -2.19e-09   -2.3e-09  -2.08e-09    -3.55e-09   9.39e-09  -4.14e-09  -8.06e-09   6.77e-09   5.81e-09     2.64e-07   3.67e-07  -3.11e-07   6.32e-07    7.1e-08   2.16e-08     1.71e-07   1.83e-07   1.94e-07   2.96e-07  -8.21e-08  -1.21e-07         174.3       137.6      -0.251       0.332          37.5       134.4       9.798       0.954         348.0         5.4       4e+04       1.000         312.6        11.4       2e+01       0.971
000142:  2019-06-02T09:10:48  2019-06-02T09:11:13         0         0         1        177        114        201     2.05e-09   1.26e-09   2.33e-09   1.37e-09  -1.65e-09  -2.18e-09    -3.81e-09   1.11e-08  -6.03e-09   8.06e-09   7.69e-09   6.53e-09    -2.95e-07   3.47e-07   3.82e-07   6.83e-07   3.34e-08  -6.13e-08    -1.45e-07  -1.93e-07  -2.05e-07  -3.15e-07  -7.61e-08   9.86e-08         224.0        58.0       0.939       0.742          40.7        47.0       3.344       0.885         295.5         5.0       1e+05       1.000         132.5       169.8       5e+01       0.990
000143:  2019-06-02T09:11:01  2019-06-02T09:11:26         0         1         0        124        151        158     1.45e-09   1.67e-09   1.83e-09  -1.26e-09   1.43e-09  -2.15e-09     5.49e-09  -6.26e-09  -9.29e-09   8.53e-09   6.14e-09   7.79e-09       -3e-07   3.49e-07   3.91e-07    6.9e-07   3.28e-08  -6.81e-08     1.28e-07  -1.92e-07  -2.12e-07  -3.12e-07   6.17e-08   8.42e-08         243.0       111.2       0.368       0.635          36.6        48.1       2.100       0.839         294.5         5.0       7e+04       1.000         131.8       169.9       5e+01       0.991
000144:  2019-06-02T09:11:08  2019-06-02T09:11:33         0         0         1       -146        145        134    -1.69e-09   1.61e-09   1.55e-09   1.18e-09   1.53e-09  -2.16e-09     4.12e-09   -4.9e-09  -1.28e-08  -8.77e-09  -5.76e-09   8.95e-09    -3.04e-07    3.5e-07   3.95e-07   6.95e-07   3.17e-08  -6.94e-08      1.5e-07  -1.86e-07  -2.03e-07  -3.13e-07   6.74e-08  -9.35e-08         226.0        86.5      -0.020       0.490          50.7       136.6       6.321       0.932         298.0         4.8       8e+04       1.000         311.7       169.9       6e+01       0.992
000145:  2019-06-02T09:11:25  2019-06-02T09:11:50         0         1         0        147        -90       -104     1.71e-09  -9.96e-10  -1.21e-09   1.42e-09  -1.39e-09   1.34e-09    -3.42e-09  -9.75e-09   6.28e-09  -9.28e-09  -6.79e-09  -4.17e-09    -3.12e-07   3.51e-07      4e-07   7.06e-07   2.58e-08  -6.64e-08    -1.38e-07  -1.86e-07   1.95e-07  -3.16e-07  -6.31e-08   7.16e-08         147.6        33.8       0.222       0.591         150.1       138.7      57.928       0.992         298.6         4.1       9e+04       1.000         132.2       170.0       1e+02       0.995
000146:  2019-06-02T09:11:56  2019-06-02T09:12:21         0         0         1        118       -107       -153     1.37e-09  -1.18e-09  -1.78e-09   1.36e-09  -1.06e-09    1.8e-09     2.96e-09  -4.44e-09  -8.72e-09  -1.05e-08  -1.42e-09   5.02e-09     -3.1e-07   3.62e-07   4.02e-07   7.27e-07  -2.76e-08  -5.73e-08    -1.37e-07  -1.83e-07  -2.03e-07  -3.16e-07  -6.12e-08   7.83e-08         101.0        49.3      -0.023       0.488          83.2       153.6      37.701       0.987         306.0         3.5       8e+04       1.000         131.5       170.2       7e+01       0.993
000147:  2019-06-02T09:12:09  2019-06-02T09:12:34         0         0         1        142         95       -152     1.65e-09   1.05e-09  -1.76e-09   1.86e-09    1.3e-09   1.47e-09    -3.48e-09  -5.89e-09   9.25e-09  -1.01e-08  -2.47e-09  -6.55e-09     3.18e-07    3.7e-07   3.95e-07   7.35e-07  -2.94e-08  -4.47e-08     1.27e-07  -1.86e-07  -2.09e-07  -3.23e-07   5.71e-08   6.77e-08          19.9        38.5       0.812       0.724         297.0       156.1      57.264       0.991         314.4         3.2       1e+05       1.000         131.8       170.2       9e+01       0.994


#   +----------------------------------------------------------------------------------------------------------------------------------------------------+
#   | Data path:           /home/scholz/Drive/JOHNS_WORK/programming/python/Seisglitch/Example/XB.EYLSE.02.BH?_RAW_20190601T122411-20190602T182247.mseed |
#   | Data IDs:            XB.ELYSE.02.BHU, XB.ELYSE.02.BHV, XB.ELYSE.02.BHW                                                                             |
#   | Data start:          2019-06-02T00:23:37.619000Z                                                                                                   |
#   | Data end:            2019-06-02T09:23:12.369000Z                                                                                                   |
#   | Data length:         8:59:34 (h:m:s)                                                                                                               |
#   | Data SPS:            20.0Hz (0.05s)                                                                                                                |
#   |                                                                                                                                                    |
#   | Step window length:  80 samples                                                                                                                    |
#   | Acceleration filter: 3: <1 Hz (0-phase=True)                                                                                                       |
#   | Threshold:           1e-07                                                                                                                         |
#   | Glitches' min dist:  5s                                                                                                                            |
#   | Glitch length (fix): 25s                                                                                                                           |
#   | Glitches ALL:        147                                                                                                                           |
#   |         on U:        58                                                                                                                            |
#   |         on V:        74                                                                                                                            |
#   |         on W:        78                                                                                                                            |
#   |    only on U:        24                                                                                                                            |
#   |    only on V:        33                                                                                                                            |
#   |    only on W:        37                                                                                                                            |
#   |                                                                                                                                                    |
#   | Done in:             0:01:18 (h:m:s).                                                                                                              |
#   | Timestamp:           2020-01-10T10:04:17                                                                                                           |
#   +----------------------------------------------------------------------------------------------------------------------------------------------------+
